ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7950016	2.63e-04	6.10e-05	-4.064047	0.80693	-0.02805471	ORAOV1	oral cancer overexpressed 1
8106494	2.39e-04	5.49e-05	-4.089507	0.80568	-0.05165641	BHMT2	betaine--homocysteine S-methyltransferase 2
7894001	1.97e-04	4.47e-05	4.139625	0.80233	0.05216719		
8009382	1.73e-04	3.88e-05	4.173757	0.80059	0.01242877	BPTF	bromodomain PHD finger transcription factor
8008087	1.24e-04	2.71e-05	4.259717	0.79567	0.0209191	NFE2L1	nuclear factor, erythroid 2 like 1
8082916	2.94e-04	6.87e-05	-4.034631	0.79455	-0.03110292	IL20RB	interleukin 20 receptor subunit beta
8180379	1.35e-04	2.97e-05	4.23727	0.79181	0.01454186	MXRA7	matrix remodeling associated 7
7896115	1.16e-04	2.53e-05	4.275957	0.7889	0.01171876		
7931643	2.88e-04	6.72e-05	-4.039979	0.78842	-0.03039086	CYP2E1	cytochrome P450 family 2 subfamily E member 1
8083324	1.86e-04	4.20e-05	4.154656	0.78557	0.02765429	TSC22D2	TSC22 domain family member 2
7997498	3.02e-04	7.08e-05	4.027314	0.78345	0.03029067		
8043743	2.42e-04	5.57e-05	-4.086124	0.78144	-0.03252496		
7978056	2.93e-04	6.84e-05	4.035587	0.78112	0.02731282	ZFHX2	zinc finger homeobox 2
8073962	3.08e-04	7.21e-05	4.022478	0.78071	0.0309018	MOV10L1	Mov10 RISC complex RNA helicase like 1
8088718	1.51e-04	3.36e-05	4.208478	0.77331	0.01801189	UBA3	ubiquitin like modifier activating enzyme 3
7985099	2.86e-04	6.67e-05	-4.041797	0.77294	-0.02531688	PSTPIP1	proline-serine-threonine phosphatase interacting protein 1
8042515	1.69e-04	3.79e-05	-4.179612	0.77067	-0.01130658	PCBP1	poly(rC) binding protein 1
7939383	2.91e-04	6.80e-05	4.037046	0.76832	0.046606	PRR5L	proline rich 5 like
8005171	2.87e-04	6.68e-05	-4.041532	0.76587	-0.03451303	TRPV2	transient receptor potential cation channel subfamily V member 2
7986503	2.64e-04	6.12e-05	4.063238	0.76164	0.02882578	DNM1P46	dynamin 1 pseudogene 46
8141421	3.10e-04	7.27e-05	4.020692	0.75829	0.04077546	MIR93	microRNA 93
7917674	2.00e-04	4.53e-05	-4.136393	0.75801	-0.02221015	SET	SET nuclear proto-oncogene
8059393	1.58e-04	3.52e-05	-4.197194	0.75598	-0.0098856	CUL3	cullin 3
8013989	3.11e-04	7.30e-05	4.019558	0.75508	0.05518279	SLC6A4	solute carrier family 6 member 4
8172307	2.31e-04	5.30e-05	4.098337	0.75504	0.01947258	ZNF41	zinc finger protein 41
8003357	2.38e-04	5.48e-05	-4.090005	0.74976	-0.03322299	PIEZO1	piezo type mechanosensitive ion channel component 1
7936734	3.04e-04	7.11e-05	4.026135	0.74818	0.03237106	FGFR2	fibroblast growth factor receptor 2
7975506	2.80e-04	6.51e-05	-4.047995	0.74816	-0.03512713	DCAF4	DDB1 and CUL4 associated factor 4
8031238	2.90e-04	6.76e-05	-4.038498	0.74451	-0.07244183		
8157074	2.63e-04	6.10e-05	4.063872	0.74199	0.0242678	FKTN	fukutin
7926679	1.91e-04	4.32e-05	-4.147837	0.73585	-0.02404044	KIAA1217	KIAA1217
8069553	2.03e-04	4.61e-05	-4.13242	0.7339	-0.03129231	NRIP1	nuclear receptor interacting protein 1
7981051	3.11e-04	7.28e-05	-4.020116	0.73014	-0.02962978	SERPINA10	serpin family A member 10
7950983	1.96e-04	4.44e-05	-4.141152	0.72796	-0.04398163	CHORDC1	cysteine and histidine rich domain containing 1
8044301	3.03e-04	7.10e-05	4.026293	0.72772	0.03732789	SOWAHC	sosondowah ankyrin repeat domain family member C
7976554	3.28e-04	7.71e-05	-4.00606	0.72697	-0.0310749	LOC100133207	uncharacterized LOC100133207
8072659	1.89e-04	4.28e-05	-4.150377	0.72484	-0.01980551	TOM1	target of myb1 membrane trafficking protein
7975932	3.16e-04	7.41e-05	-4.015748	0.7244	-0.08610156	TMEM63C	transmembrane protein 63C
7894186	1.34e-04	2.95e-05	-4.239629	0.72147	-0.01467741		
8072400	3.26e-04	7.68e-05	-4.007084	0.72117	-0.03203223	MORC2-AS1	MORC2 antisense RNA 1
8058415	1.88e-04	4.24e-05	4.152696	0.71923	0.01340245	INO80D	INO80 complex subunit D
7893771	2.59e-04	5.99e-05	-4.068534	0.71834	-0.05381826		
7921471	3.32e-04	7.81e-05	4.00283	0.7177	0.0488179		
8026751	2.70e-04	6.27e-05	-4.057173	0.71691	-0.02228271	MVB12A	multivesicular body subunit 12A
8146460	3.30e-04	7.77e-05	-4.004031	0.71665	-0.04469962		
8176719	2.11e-04	4.80e-05	4.122205	0.7165	0.29131552	EIF1AY	eukaryotic translation initiation factor 1A, Y-linked
8127446	3.12e-04	7.33e-05	4.018709	0.71069	0.02577016	COL9A1	collagen type IX alpha 1 chain
8138084	2.65e-04	6.15e-05	4.061841	0.70772	0.04593783		
8073826	1.92e-04	4.35e-05	-4.146067	0.7073	-0.02609106	PPARA	peroxisome proliferator activated receptor alpha
8043456	3.36e-04	7.92e-05	3.999316	0.7056	0.0498953		
8151334	2.79e-04	6.50e-05	-4.048276	0.70358	-0.06040223	MSC	musculin
8177544	1.59e-04	3.54e-05	4.196048	0.70091	0.02174141	GUSBP9///GUSBP3///SMA5	glucuronidase, beta pseudogene 9///glucuronidase, beta pseudogene 3///glucuronidase beta pseudogene
7967117	3.16e-04	7.41e-05	4.015908	0.69838	0.02843254	OASL	2'-5'-oligoadenylate synthetase like
8039674	2.71e-04	6.30e-05	4.056101	0.6982	0.03057568	ZNF154	zinc finger protein 154
8170418	3.03e-04	7.10e-05	-4.026608	0.69577	-0.03037529		
8126035	2.30e-04	5.28e-05	4.099307	0.69393	0.10733733	CPNE5	copine 5
7967060	2.55e-04	5.88e-05	-4.072822	0.69244	-0.01960278	SRSF9	serine and arginine rich splicing factor 9
8024331	3.23e-04	7.59e-05	-4.009983	0.69184	-0.02710807		
8137964	2.89e-04	6.73e-05	-4.039688	0.68998	-0.02018267	FBXL18	F-box and leucine rich repeat protein 18
8060539	2.58e-04	5.96e-05	4.06965	0.68755	0.01401928	VPS16///PTPRA	VPS16, CORVET/HOPS core subunit///protein tyrosine phosphatase, receptor type A
8120783	2.53e-04	5.84e-05	4.074678	0.68529	0.02305815	PATZ1///MYO6	POZ/BTB and AT hook containing zinc finger 1///myosin VI
7900576	2.73e-04	6.35e-05	4.054078	0.68519	0.02231611	PPIH	peptidylprolyl isomerase H
7946107	3.20e-04	7.51e-05	-4.012474	0.68483	-0.11309154	OR52N1	olfactory receptor family 52 subfamily N member 1
8163930	1.74e-04	3.92e-05	4.171525	0.68458	0.02860651	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8
8018209	3.00e-04	7.01e-05	-4.029694	0.68305	-0.03426238	NAT9	N-acetyltransferase 9 (putative)
8011275	2.68e-04	6.21e-05	4.059393	0.67844	0.02455147	METTL16	methyltransferase like 16
8157216	2.42e-04	5.56e-05	-4.086737	0.67783	-0.04216292	UGCG	UDP-glucose ceramide glucosyltransferase
8027323	3.24e-04	7.62e-05	4.008989	0.67598	0.0538069	ZNF257	zinc finger protein 257
7979133	2.03e-04	4.62e-05	4.131916	0.67568	0.02780387	NID2	nidogen 2
8176375	2.83e-04	6.59e-05	4.044793	0.67469	0.22574642	RPS4Y1	ribosomal protein S4, Y-linked 1
7949410	2.31e-04	5.29e-05	-4.098971	0.6719	-0.03543563	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
8071899	3.03e-04	7.10e-05	-4.02641	0.67116	-0.02775841	SPECC1L-ADORA2A///ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)///adenosine A2a receptor
7931930	3.33e-04	7.86e-05	4.001377	0.67068	0.03474684	PRKCQ	protein kinase C theta
7927889	1.79e-04	4.02e-05	-4.165204	0.67046	-0.01184822	CCAR1	cell division cycle and apoptosis regulator 1
8083745	3.48e-04	8.24e-05	3.989534	0.66779	0.03085314		
8056343	2.52e-04	5.81e-05	4.075838	0.66669	0.02394736	COBLL1	cordon-bleu WH2 repeat protein like 1
7895184	3.39e-04	7.99e-05	3.997265	0.66601	0.10111641		
7895690	1.36e-04	2.99e-05	-4.235879	0.65718	-0.01651872		
8043725	3.31e-04	7.79e-05	4.003395	0.65569	0.03243659	ZAP70	zeta chain of T cell receptor associated protein kinase 70
8123606	2.99e-04	7.00e-05	4.029893	0.65356	0.10621666	SERPINB9P1	serpin family B member 9 pseudogene 1
8120059	3.53e-04	8.37e-05	-3.985638	0.65355	-0.0392328		
8139203	2.68e-04	6.22e-05	4.059209	0.6517	0.01867091	MPLKIP	M-phase specific PLK1 interacting protein
8135774	3.42e-04	8.07e-05	3.994547	0.64833	0.05715436	PTPRZ1	protein tyrosine phosphatase, receptor type Z1
8149638	3.27e-04	7.70e-05	-4.006386	0.64743	-0.04323512	DOK2	docking protein 2
7991640	2.22e-04	5.07e-05	-4.10927	0.64647	-0.02238102	TARSL2	threonyl-tRNA synthetase like 2
8177011	3.03e-04	7.09e-05	4.026833	0.64646	0.0253861	ASMTL	acetylserotonin O-methyltransferase-like
7980535	1.93e-04	4.37e-05	4.145195	0.6459	0.03179052	DYNLL1	dynein light chain LC8-type 1
7985044	2.34e-04	5.36e-05	4.095373	0.64218	0.02065024	UBE2Q2	ubiquitin conjugating enzyme E2 Q2
7966293	3.32e-04	7.82e-05	4.002439	0.64185	0.02642602	C12orf76	chromosome 12 open reading frame 76
8075026	3.54e-04	8.39e-05	3.984957	0.64024	0.03340641	PIWIL3	piwi like RNA-mediated gene silencing 3
8040440	2.87e-04	6.68e-05	4.041558	0.63993	0.03832522	GEN1	GEN1, Holliday junction 5' flap endonuclease
8121429	2.31e-04	5.31e-05	4.097919	0.63936	0.02324464	FIG4	FIG4 phosphoinositide 5-phosphatase
7981460	1.74e-04	3.92e-05	-4.171571	0.63904	-0.0302388	PPP1R13B	protein phosphatase 1 regulatory subunit 13B
8143894	3.55e-04	8.40e-05	-3.984538	0.63752	-0.06991963		
8039180	3.17e-04	7.44e-05	-4.014997	0.63701	-0.04290966	LILRB5	leukocyte immunoglobulin like receptor B5
8139232	1.76e-04	3.94e-05	-4.169866	0.63677	-0.01453683	PSMA2	proteasome subunit alpha 2
8116348	2.57e-04	5.93e-05	-4.070744	0.63167	-0.02308186	TBC1D9B	TBC1 domain family member 9B
7927647	3.40e-04	8.01e-05	3.996461	0.63014	0.03743599		
8122840	3.43e-04	8.11e-05	3.993577	0.6287	0.03239557	ESR1	estrogen receptor 1
7984470	2.15e-04	4.90e-05	-4.117449	0.62861	-0.02288625	FEM1B	fem-1 homolog B
7977344	2.43e-04	5.59e-05	-4.085453	0.62821	-0.01678826	PACS2	phosphofurin acidic cluster sorting protein 2
7950321	3.31e-04	7.80e-05	-4.003284	0.62787	-0.04045341	UCP3	uncoupling protein 3
8107348	3.42e-04	8.06e-05	3.994882	0.62297	0.03505273		
8043932	2.38e-04	5.47e-05	-4.090633	0.62095	-0.02126974	RPL31	ribosomal protein L31
7906995	2.65e-04	6.13e-05	-4.062715	0.61909	-0.04408001	UCK2	uridine-cytidine kinase 2
8128788	3.50e-04	8.28e-05	-3.988302	0.61819	-0.03317586	AK9	adenylate kinase 9
8172193	3.66e-04	8.70e-05	-3.976055	0.61741	-0.03525382		
7935951	2.00e-04	4.54e-05	4.13604	0.61725	0.01426923	C10orf76	chromosome 10 open reading frame 76
8039353	1.15e-04	2.50e-05	4.278492	0.61565	0.01637685	TNNI3	troponin I3, cardiac type
8166440	3.63e-04	8.61e-05	-3.978615	0.61445	-0.0300713	DDX53	DEAD-box helicase 53
8042119	2.31e-04	5.30e-05	4.098263	0.61371	0.01517544	PAPOLG	poly(A) polymerase gamma
7908597	3.32e-04	7.81e-05	-4.002812	0.60917	-0.05440625	NR5A2	nuclear receptor subfamily 5 group A member 2
8105949	2.80e-04	6.52e-05	-4.047507	0.60754	-0.02705026	SERF1B///SERF1A	small EDRK-rich factor 1B///small EDRK-rich factor 1A
8105997	2.80e-04	6.52e-05	-4.047507	0.60754	-0.02705026	SERF1B///SERF1A	small EDRK-rich factor 1B///small EDRK-rich factor 1A
8177658	2.80e-04	6.52e-05	-4.047507	0.60754	-0.02705026	SERF1B///SERF1A	small EDRK-rich factor 1B///small EDRK-rich factor 1A
7976322	3.55e-04	8.42e-05	-3.984111	0.6027	-0.02646204	CHGA	chromogranin A
8169709	2.08e-04	4.74e-05	-4.125436	0.60079	-0.02874231	GLRX5	glutaredoxin 5
8114572	1.97e-04	4.48e-05	4.139292	0.59773	0.04414131	HBEGF	heparin binding EGF like growth factor
8148902	2.94e-04	6.87e-05	-4.034526	0.59765	-0.03083502	GPT	glutamic--pyruvic transaminase
7979658	3.63e-04	8.62e-05	-3.978125	0.59447	-0.03198862	GPX2	glutathione peroxidase 2
8081465	2.25e-04	5.14e-05	4.105835	0.59308	0.01904833	BBX	BBX, HMG-box containing
8001971	3.44e-04	8.11e-05	3.993335	0.59122	0.02794598	LRRC29	leucine rich repeat containing 29
7969693	2.31e-04	5.30e-05	-4.098174	0.59096	-0.02473499	RAP2A	RAP2A, member of RAS oncogene family
7894154	3.32e-04	7.81e-05	4.002727	0.58903	0.07088305		
7998910	3.51e-04	8.30e-05	-3.987634	0.58784	-0.02932176	BICDL2	BICD family like cargo adaptor 2
7897745	2.69e-04	6.24e-05	-4.058322	0.58439	-0.02794654	AGTRAP	angiotensin II receptor associated protein
7906015	3.59e-04	8.50e-05	-3.981643	0.58241	-0.02535841		
7896095	2.90e-04	6.77e-05	-4.038224	0.57849	-0.02976914		
7984276	3.51e-04	8.32e-05	3.987155	0.57788	0.04004597	SLC24A1	solute carrier family 24 member 1
8095767	3.81e-04	9.08e-05	-3.965133	0.57614	-0.03372193	C4orf26	chromosome 4 open reading frame 26
7939767	2.20e-04	5.02e-05	-4.111383	0.57495	-0.02701644	MADD	MAP kinase activating death domain
8052443	1.93e-04	4.36e-05	-4.145636	0.57022	-0.01468675	USP34	ubiquitin specific peptidase 34
8119423	3.30e-04	7.77e-05	4.003986	0.56805	0.0656623	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1
8022500	3.84e-04	9.16e-05	3.96297	0.56773	0.06117138	MIR1-2	microRNA 1-2
8016285	2.14e-04	4.88e-05	4.11833	0.56709	0.0294414	ARL17B///ARL17A///NBR2	ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A///neighbor of BRCA1 gene 2 (non-protein coding)
7923778	2.75e-04	6.40e-05	-4.05204	0.56665	-0.0141048	ELK4	ELK4, ETS transcription factor
7980580	2.44e-04	5.63e-05	4.083652	0.56509	0.02200049	GALC	galactosylceramidase
7963614	3.52e-04	8.34e-05	3.986394	0.56403	0.03373354	ITGB7	integrin subunit beta 7
8117402	2.32e-04	5.32e-05	4.097532	0.56164	0.02378834	HIST1H4E	histone cluster 1, H4e
8137225	2.52e-04	5.82e-05	-4.07524	0.5587	-0.01772841	REPIN1	replication initiator 1
8167910	3.54e-04	8.38e-05	3.985237	0.55785	0.0553302		
8132960	3.77e-04	8.96e-05	-3.968425	0.55722	-0.05328603		
7940662	3.73e-04	8.86e-05	-3.971233	0.55687	-0.03088455	ROM1	retinal outer segment membrane protein 1
8007420	2.85e-04	6.63e-05	4.0434	0.55623	0.07419697	AOC3	amine oxidase, copper containing 3
8155516	3.55e-04	8.41e-05	3.984405	0.55551	0.03259543		
8035271	3.46e-04	8.17e-05	-3.991547	0.55358	-0.02291154	ABHD8	abhydrolase domain containing 8
8127031	2.70e-04	6.27e-05	4.056965	0.55347	0.02005005	MCM3	minichromosome maintenance complex component 3
8010050	2.89e-04	6.73e-05	-4.03963	0.55079	-0.02286896	UBALD2	UBA like domain containing 2
7977409	3.43e-04	8.09e-05	3.99415	0.54923	0.03541373	CRIP1	cysteine rich protein 1
8180212	2.58e-04	5.96e-05	4.0695	0.54483	0.02272483	TBCA	tubulin folding cofactor A
8126119	3.88e-04	9.25e-05	-3.960553	0.54384	-0.04200079		
8112258	3.93e-04	9.38e-05	3.95697	0.53993	0.08425965		
8121031	3.23e-04	7.58e-05	4.010114	0.53842	0.0269811	SLC35A1	solute carrier family 35 member A1
7926786	3.57e-04	8.47e-05	-3.982633	0.53726	-0.06960204	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein
8062569	3.60e-04	8.55e-05	3.980259	0.5333	0.04245712		
8028325	3.03e-04	7.10e-05	-4.026447	0.53154	-0.02963634	YIF1B///C19orf33	Yip1 interacting factor homolog B, membrane trafficking protein///chromosome 19 open reading frame 33
7895337	3.47e-04	8.21e-05	-3.990517	0.52796	-0.05041945		
8113761	2.85e-04	6.65e-05	4.042589	0.52674	0.04347715	ZNF608	zinc finger protein 608
8016094	2.34e-04	5.38e-05	-4.094627	0.52603	-0.03243273	GJC1	gap junction protein gamma 1
8017597	3.82e-04	9.11e-05	3.96438	0.5241	0.08562932		
7968297	1.73e-04	3.89e-05	-4.173332	0.52133	-0.00738402	POMP	proteasome maturation protein
7894022	3.91e-04	9.33e-05	-3.958294	0.52132	-0.11916887		
8100347	2.69e-04	6.24e-05	-4.058319	0.52076	-0.02389293	SCFD2	sec1 family domain containing 2
8111552	2.57e-04	5.93e-05	4.070627	0.51883	0.02150903	NADK2	NAD kinase 2, mitochondrial
7910911	4.03e-04	9.67e-05	-3.949501	0.51639	-0.03571575		
8158298	2.59e-04	5.99e-05	4.068433	0.51141	0.01645255	GLE1	GLE1, RNA export mediator
8040503	3.07e-04	7.20e-05	-4.02302	0.5111	-0.02518085	UBXN2A	UBX domain protein 2A
8036473	2.95e-04	6.88e-05	-4.034105	0.50875	-0.0296002	PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A
8088952	3.25e-04	7.65e-05	4.00791	0.50844	0.06333141		
7937476	1.78e-04	3.99e-05	-4.166779	0.50767	-0.02080453	RPLP2	ribosomal protein lateral stalk subunit P2
8069026	2.31e-04	5.29e-05	4.098614	0.50589	0.02604113	C21orf33	chromosome 21 open reading frame 33
8063315	3.22e-04	7.57e-05	-4.010715	0.5014	-0.02238881	DDX27	DEAD-box helicase 27
7940884	3.23e-04	7.58e-05	-4.010113	0.50123	-0.02064499	NUDT22	nudix hydrolase 22
8018449	3.58e-04	8.49e-05	3.982112	0.49925	0.02900288	UNC13D	unc-13 homolog D
7898673	3.49e-04	8.25e-05	-3.989089	0.49901	-0.03401678		
8168466	4.11e-04	9.87e-05	-3.944341	0.49823	-0.02435453	MAGT1	magnesium transporter 1
7895025	4.10e-04	9.85e-05	-3.944875	0.49748	-0.11307005		
7934411	2.58e-04	5.97e-05	-4.069074	0.49418	-0.03375332	USP54	ubiquitin specific peptidase 54
8121712	3.66e-04	8.70e-05	3.975846	0.49074	0.04861613	SLC35F1	solute carrier family 35 member F1
8093256	2.70e-04	6.27e-05	-4.057168	0.48882	-0.02494026		
7904084	3.82e-04	9.11e-05	3.964364	0.48528	0.02634979	AKR7A2P1	aldo-keto reductase family 7 member A2 pseudogene 1
8002891	3.76e-04	8.94e-05	3.969188	0.48415	0.03298459	CHST5	carbohydrate sulfotransferase 5
8031441	3.65e-04	8.66e-05	3.977175	0.4799	0.02545246	BRSK1	BR serine/threonine kinase 1
7986639	3.86e-04	9.21e-05	3.961762	0.47945	0.05027669		
8086669	3.73e-04	8.87e-05	-3.971215	0.47935	-0.05039725	PRSS45	protease, serine 45
8104305	3.97e-04	9.51e-05	-3.953736	0.47654	-0.03210353		
8062852	2.37e-04	5.45e-05	4.091294	0.47442	0.02174554	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma
7902038	3.31e-04	7.79e-05	4.003558	0.47417	0.02943411	AK4	adenylate kinase 4
8076732	3.57e-04	8.46e-05	-3.982763	0.47383	-0.02818064		
8003824	3.39e-04	7.99e-05	-3.997116	0.46918	-0.02688924	CTNS	cystinosin, lysosomal cystine transporter
8091318	4.24e-04	1.02e-04	-3.936132	0.46786	-0.029374	PLSCR2	phospholipid scramblase 2
7983365	3.98e-04	9.53e-05	3.953033	0.4672	0.04225503	TRIM69///TRIM69	tripartite motif containing 69///tripartite motif containing 69
7892694	3.26e-04	7.68e-05	4.00708	0.46716	0.03832988		
8040336	4.19e-04	1.01e-04	3.939246	0.46652	0.05394946		
7929677	2.83e-04	6.60e-05	-4.044405	0.46613	-0.02647962	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha
7893549	2.89e-04	6.74e-05	-4.039148	0.46348	-0.03762659		
7893170	3.43e-04	8.09e-05	-3.994162	0.46021	-0.06468646		
8145954	2.20e-04	5.03e-05	-4.110799	0.45507	-0.02081464	TACC1	transforming acidic coiled-coil containing protein 1
7894796	2.45e-04	5.63e-05	4.083358	0.4544	0.02304135		
7946211	3.46e-04	8.17e-05	-3.991547	0.45392	-0.02244476	RRP8	ribosomal RNA processing 8, methyltransferase, homolog (yeast)
7926889	4.31e-04	1.04e-04	-3.93133	0.4495	-0.05311362	LYZL1	lysozyme like 1
8132515	3.49e-04	8.25e-05	-3.989261	0.44812	-0.02154608	BLVRA	biliverdin reductase A
7997168	2.29e-04	5.26e-05	4.100279	0.44656	0.01190759	IST1	IST1, ESCRT-III associated factor
8078991	3.86e-04	9.21e-05	3.961543	0.44614	0.03060194	ZNF619	zinc finger protein 619
8153609	3.77e-04	8.98e-05	3.9679	0.44593	0.02282078	PARP10	poly(ADP-ribose) polymerase family member 10
7936064	2.19e-04	5.01e-05	4.111754	0.44573	0.0202959	NT5C2	5'-nucleotidase, cytosolic II
8104621	1.81e-04	4.09e-05	4.161166	0.4431	0.02217667	LINC00680-GUSBP4///GUSBP1///GUSBP3	LINC00680-GUSBP4 readthrough///glucuronidase, beta pseudogene 1///glucuronidase, beta pseudogene 3
8093756	4.32e-04	1.04e-04	-3.930952	0.4405	-0.04173417	MSANTD1///MSANTD1	Myb/SANT DNA binding domain containing 1///Myb/SANT DNA binding domain containing 1
8180357	2.65e-04	6.13e-05	-4.062725	0.43931	-0.0213905	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
7896190	4.04e-04	9.67e-05	-3.949349	0.43911	-0.10158829		
7993825	3.38e-04	7.97e-05	3.997689	0.43829	0.02945092	SNX29P1///SNX29P2///SNX29	sorting nexin 29 pseudogene 1///sorting nexin 29 pseudogene 2///sorting nexin 29
8146955	2.72e-04	6.32e-05	4.055039	0.43799	0.02483528		
7893641	1.91e-04	4.31e-05	-4.148527	0.43728	-0.01459378		
7915563	4.10e-04	9.84e-05	-3.945156	0.43599	-0.04443005	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
8124082	3.62e-04	8.60e-05	3.978846	0.435	0.02870182		
8089714	3.97e-04	9.50e-05	-3.953909	0.43366	-0.07808176	LSAMP	limbic system-associated membrane protein
8081779	3.99e-04	9.54e-05	-3.952788	0.4312	-0.03075857	ZDHHC23	zinc finger DHHC-type containing 23
8150175	3.78e-04	8.99e-05	-3.967668	0.43112	-0.02526978	MAK16///TTI2	MAK16 homolog///TELO2 interacting protein 2
8132167	4.34e-04	1.05e-04	-3.92967	0.4308	-0.03001059	CCDC129	coiled-coil domain containing 129
7902789	3.24e-04	7.61e-05	4.009397	0.42953	0.02067536	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
8052143	3.20e-04	7.51e-05	-4.012574	0.42415	-0.02983473	GPR75-ASB3///GPR75	GPR75-ASB3 readthrough///G protein-coupled receptor 75
7894774	2.00e-04	4.53e-05	-4.136568	0.42402	-0.01960313		
8112469	2.04e-04	4.64e-05	4.130461	0.42109	0.02154335	GUSBP9///GUSBP3///SMA5	glucuronidase, beta pseudogene 9///glucuronidase, beta pseudogene 3///glucuronidase beta pseudogene
8040473	2.69e-04	6.25e-05	-4.057745	0.41991	-0.02660049	RHOB	ras homolog family member B
8010030	4.07e-04	9.76e-05	-3.947192	0.4187	-0.02632868	GALR2	galanin receptor 2
8169073	4.19e-04	1.01e-04	3.93918	0.41856	0.03025599	H2BFXP///TMSB15B///H2BFM	H2B histone family member X, pseudogene///thymosin beta 15B///H2B histone family member M
7989253	2.79e-04	6.48e-05	-4.048963	0.41841	-0.01894542	SLTM	SAFB like transcription modulator
7928318	2.90e-04	6.77e-05	-4.038397	0.41357	-0.02134807	MCU	mitochondrial calcium uniporter
8113502	4.12e-04	9.89e-05	3.943765	0.41137	0.0657662		
8084963	2.51e-04	5.78e-05	-4.077087	0.41111	-0.01734378	PAK2	p21 (RAC1) activated kinase 2
7895033	2.56e-04	5.90e-05	4.071968	0.41023	0.03449843		
8053549	4.42e-04	1.07e-04	-3.924377	0.4085	-0.04521372		
7909877	3.38e-04	7.96e-05	3.998223	0.40776	0.06568612	MARC1	mitochondrial amidoxime reducing component 1
8180301	3.24e-04	7.61e-05	4.009234	0.40651	0.01684989	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
8178498	1.74e-04	3.90e-05	4.172801	0.39842	0.01655029	HLA-C///HLA-B///HLA-B	major histocompatibility complex, class I, C///major histocompatibility complex, class I, B///major histocompatibility complex, class I, B
8153709	4.18e-04	1.01e-04	-3.939692	0.39745	-0.02623719	TMEM249///FBXL6	transmembrane protein 249///F-box and leucine rich repeat protein 6
8138128	2.78e-04	6.46e-05	-4.049673	0.39443	-0.01312188	CCZ1B///CCZ1	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated///CCZ1 homolog, vacuolar protein trafficking and biogenesis associated
7904303	4.31e-04	1.04e-04	-3.931178	0.39442	-0.04160771	CD101	CD101 molecule
8180267	3.75e-04	8.92e-05	-3.969533	0.39433	-0.02458355	EPPK1	epiplakin 1
7964631	4.48e-04	1.09e-04	3.920391	0.3934	0.03681275	FAM19A2	family with sequence similarity 19 member A2, C-C motif chemokine like
8020068	2.60e-04	6.01e-05	4.067435	0.39018	0.01713328	ANKRD12	ankyrin repeat domain 12
7954645	3.91e-04	9.34e-05	3.958034	0.389	0.03604522	TSPAN11	tetraspanin 11
8051185	4.58e-04	1.11e-04	3.914487	0.38705	0.05034156		
7911578	3.40e-04	8.03e-05	-3.995931	0.38558	-0.02706903	CDK11A///CDK11B	cyclin dependent kinase 11A///cyclin dependent kinase 11B
8121485	4.58e-04	1.11e-04	-3.914041	0.38557	-0.0382399		
7895267	2.66e-04	6.16e-05	-4.061392	0.38276	-0.02575744		
8145586	2.69e-04	6.23e-05	4.058618	0.38273	0.01623519	ELP3	elongator acetyltransferase complex subunit 3
8039144	4.14e-04	9.94e-05	3.942529	0.38208	0.03549483	TMC4	transmembrane channel like 4
7915657	4.48e-04	1.08e-04	-3.920884	0.38122	-0.02990244		
8125835	2.19e-04	5.02e-05	-4.111723	0.37981	-0.01655695	RPS10	ribosomal protein S10
8169385	4.58e-04	1.11e-04	-3.914282	0.37835	-0.04933184	TDGF1P3	teratocarcinoma-derived growth factor 1 pseudogene 3
8154367	3.59e-04	8.50e-05	3.981649	0.37264	0.04397234	TYRP1	tyrosinase related protein 1
8051993	4.24e-04	1.02e-04	3.935609	0.37235	0.04187786	PIGF	phosphatidylinositol glycan anchor biosynthesis class F
7910198	4.10e-04	9.84e-05	3.944971	0.3719	0.0330352	ZNF678	zinc finger protein 678
8015293	4.48e-04	1.08e-04	-3.920455	0.37159	-0.03232397	KRT32	keratin 32
7897132	3.73e-04	8.86e-05	-3.971297	0.37141	-0.03790911	PRDM16	PR/SET domain 16
7950248	2.62e-04	6.05e-05	-4.065742	0.37087	-0.01860385	FCHSD2	FCH and double SH3 domains 2
8072482	4.66e-04	1.13e-04	3.909564	0.36903	0.05704674		
